Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2996,Data Analytcis Course,127.0,3053.0,$183.57,10.0,8.0,0.063,$1669,2024/11/13,hyderabad,tablet,data analytics course
A2997,Data Analytcis Course,141.0,5550.0,$213.82,,10.0,,$1545,2024/11/15,Hyderbad,TABLET,data analitics online
A2998,Data Analytics Corse,149.0,4678.0,$241.41,11.0,6.0,,$1106,04-11-2024,hydrebad,Desktop,analytics for data
A2999,Data Anlytics Corse,152.0,3036.0,$210.78,12.0,6.0,,$1074,2024-11-10,HYDERABAD,tablet,data analitics online
A3000,Data Analytics Corse,123.0,5050.0,$247.93,11.0,8.0,0.065,$1755,29-11-2024,hydrebad,Tablet,analytics for data
A3001,Data Anlytics Corse,137.0,5057.0,$194.11,11.0,6.0,0.044,$1206,2024/11/09,Hyderbad,DESKTOP,data analytics course
A3002,Data Analytics Corse,93.0,5346.0,$197.78,15.0,8.0,0.086,$1036,2024-11-15,Hyderbad,Tablet,data analitics online
A3003,Data Anlytics Corse,150.0,5580.0,$204.73,24.0,10.0,0.067,,17-11-2024,HYDERABAD,TABLET,data analytics course
A3004,Data Anlytics Corse,122.0,3351.0,$196.49,13.0,3.0,0.025,$1362,30-11-2024,HYDERABAD,desktop,data analytics course
A3005,Data Anlytics Corse,168.0,3128.0,$184.27,30.0,7.0,,$1957,01-11-2024,hyderabad,Tablet,data analytics course
A3006,Data Analytcis Course,113.0,,,26.0,8.0,0.071,$1285,12-11-2024,hydrebad,mobile,data analytics course
A3007,DataAnalyticsCourse,124.0,5402.0,$222.16,21.0,7.0,0.059,$1091,2024-11-27,hyderabad,DESKTOP,data anaytics training
A3008,Data Anlytics Corse,95.0,4653.0,$193.63,17.0,4.0,0.042,$1688,27-11-2024,Hyderbad,DESKTOP,data analytics course
A3009,Data Anlytics Corse,185.0,4599.0,$248.28,15.0,5.0,0.027,$1673,06-11-2024,hydrebad,desktop,data analitics online
A3010,Data Analytics Corse,144.0,3120.0,$221.66,24.0,,,$1061,2024-11-13,HYDERABAD,MOBILE,data anaytics training
A3011,Data Analytcis Course,175.0,3521.0,$210.11,14.0,9.0,0.051,$1140,2024/11/28,hydrebad,MOBILE,analytics for data
A3012,Data Anlytics Corse,88.0,5823.0,$246.67,12.0,9.0,0.102,$1514,01-11-2024,hydrebad,MOBILE,data analytics course
A3013,Data Analytcis Course,90.0,5569.0,$196.6,27.0,4.0,0.053,$1516,20-11-2024,Hyderbad,Desktop,data analitics online
A3014,Data Anlytics Corse,94.0,4255.0,$221.06,13.0,5.0,0.053,$1623,2024/11/20,HYDERABAD,Desktop,learn data analytics
A3015,DataAnalyticsCourse,191.0,4910.0,$232.7,14.0,10.0,0.052,$1080,2024/11/03,HYDERABAD,tablet,analytics for data
A3016,Data Analytics Corse,167.0,5675.0,$222.56,15.0,4.0,0.024,$1862,2024/11/17,hydrebad,TABLET,analytics for data
A3017,Data Analytcis Course,136.0,3777.0,$186.5,11.0,4.0,0.029,$1027,2024-11-05,hyderabad,MOBILE,learn data analytics
A3018,Data Analytics Corse,110.0,5790.0,,23.0,9.0,,$1463,08-11-2024,HYDERABAD,tablet,data analitics online
A3019,DataAnalyticsCourse,171.0,3055.0,,26.0,5.0,0.029,$1701,2024/11/18,HYDERABAD,MOBILE,data anaytics training
A3020,Data Analytcis Course,134.0,5620.0,$231.4,28.0,7.0,0.052,$1499,2024-11-29,HYDERABAD,desktop,data anaytics training
A3021,Data Analytcis Course,170.0,4594.0,$193.2,27.0,9.0,0.053,$1319,27-11-2024,hyderabad,Mobile,analytics for data
A3022,Data Analytcis Course,151.0,4907.0,$248.32,10.0,4.0,0.026,$1948,23-11-2024,HYDERABAD,Desktop,data analytics course
A3023,Data Anlytics Corse,124.0,5437.0,$180.54,29.0,7.0,,$1564,09-11-2024,Hyderbad,desktop,analytics for data
A3024,Data Analytcis Course,88.0,4794.0,$242.28,11.0,3.0,0.034,$1210,2024/11/07,hydrebad,mobile,data anaytics training
A3025,DataAnalyticsCourse,118.0,5326.0,$199.76,19.0,8.0,0.068,$1195,2024-11-24,hydrebad,TABLET,analytics for data
A3026,DataAnalyticsCourse,160.0,5642.0,$200.82,25.0,,,,29-11-2024,hyderabad,MOBILE,learn data analytics
A3027,DataAnalyticsCourse,112.0,4594.0,$236.12,29.0,8.0,0.071,$1569,23-11-2024,hydrebad,mobile,data anaytics training
A3028,Data Analytics Corse,186.0,4352.0,$223.95,29.0,3.0,0.016,$1290,06-11-2024,Hyderbad,mobile,data anaytics training
A3029,Data Anlytics Corse,139.0,4220.0,$206.02,21.0,5.0,0.036,$1671,2024/11/21,HYDERABAD,desktop,learn data analytics
A3030,Data Analytcis Course,164.0,4909.0,$245.06,13.0,3.0,0.045,$1601,04-11-2024,hyderabad,MOBILE,learn data analytics
A3031,Data Anlytics Corse,89.0,3148.0,$219.25,13.0,4.0,0.045,$1533,2024-11-06,hydrebad,desktop,data analitics online
A3032,DataAnalyticsCourse,107.0,3105.0,$195.46,20.0,10.0,0.037,$1455,2024/11/19,hydrebad,MOBILE,data analitics online
A3033,Data Anlytics Corse,179.0,5062.0,$214.66,18.0,4.0,0.05,$1815,24-11-2024,hydrebad,MOBILE,data analytics course
A3034,DataAnalyticsCourse,136.0,4096.0,$228.79,19.0,10.0,0.039,$1054,2024/11/26,HYDERABAD,Desktop,data anaytics training
A3035,Data Anlytics Corse,140.0,4283.0,$205.02,22.0,7.0,,$1674,2024-11-11,Hyderbad,mobile,data analytics course
A3036,DataAnalyticsCourse,137.0,4189.0,$208.84,17.0,,,$1211,2024-11-09,hyderabad,Mobile,online data analytic
A3037,Data Analytcis Course,199.0,4818.0,$230.19,11.0,7.0,0.038,$1714,2024-11-08,HYDERABAD,desktop,online data analytic
A3038,Data Analytcis Course,95.0,5256.0,$235.84,12.0,8.0,0.052,$1324,2024-11-24,hydrebad,Mobile,data anaytics training
A3039,Data Analytics Corse,182.0,3980.0,$191.75,16.0,5.0,0.027,$1050,2024-11-08,Hyderbad,TABLET,online data analytic
A3040,Data Analytcis Course,132.0,4359.0,$237.12,29.0,3.0,,$1872,01-11-2024,hyderabad,Mobile,online data analytic
A3041,Data Anlytics Corse,139.0,5326.0,$241.7,29.0,5.0,0.036,$1423,08-11-2024,hyderabad,Mobile,analytics for data
A3042,Data Analytics Corse,134.0,5614.0,$220.52,14.0,6.0,0.036,,15-11-2024,hydrebad,desktop,data analitics online
A3043,Data Analytics Corse,166.0,3746.0,$213.81,16.0,5.0,0.03,$1750,2024-11-08,HYDERABAD,mobile,data analitics online
A3044,Data Analytics Corse,121.0,5608.0,$219.92,19.0,4.0,0.049,$1209,2024-11-14,hydrebad,TABLET,data anaytics training
A3045,Data Analytcis Course,173.0,4582.0,$204.99,17.0,5.0,0.029,$1703,2024/11/21,hydrebad,Desktop,data anaytics training
A3046,Data Anlytics Corse,132.0,4438.0,$232.68,24.0,7.0,,$1959,2024/11/09,HYDERABAD,Desktop,analytics for data
A3047,DataAnalyticsCourse,136.0,5011.0,$236.62,25.0,5.0,0.037,$1582,2024-11-03,hydrebad,MOBILE,data analytics course
A3048,Data Anlytics Corse,174.0,5864.0,$190.45,26.0,5.0,0.045,$1508,2024-11-27,hydrebad,Mobile,data anaytics training
A3049,Data Analytics Corse,168.0,5114.0,$186.75,10.0,3.0,0.018,$1530,2024-11-18,HYDERABAD,desktop,online data analytic
A3050,Data Analytics Corse,117.0,5658.0,$191.48,13.0,3.0,0.032,$1779,2024-11-25,HYDERABAD,mobile,learn data analytics
A3051,Data Analytics Corse,187.0,4876.0,$192.2,16.0,5.0,0.027,$1396,2024-11-09,HYDERABAD,TABLET,analytics for data
A3052,Data Anlytics Corse,,5139.0,$212.2,20.0,10.0,,$1613,2024/11/18,hydrebad,Tablet,online data analytic
A3053,Data Analytics Corse,,5470.0,$210.97,,7.0,,$1928,2024-11-21,hydrebad,Desktop,data analitics online
A3054,DataAnalyticsCourse,112.0,5143.0,$242.96,18.0,3.0,0.027,$1029,07-11-2024,hyderabad,Mobile,data anaytics training
A3055,Data Analytcis Course,124.0,,$209.92,15.0,4.0,0.032,,2024-11-25,Hyderbad,desktop,data analitics online
A3056,Data Analytics Corse,132.0,4769.0,$236.41,15.0,4.0,0.03,,26-11-2024,hydrebad,TABLET,analytics for data
A3057,Data Analytcis Course,167.0,3366.0,$213.02,28.0,4.0,0.059,$1159,2024-11-14,hydrebad,MOBILE,data analytics course
A3058,DataAnalyticsCourse,165.0,5228.0,$199.73,27.0,3.0,0.04,$1829,05-11-2024,hyderabad,MOBILE,analytics for data
A3059,DataAnalyticsCourse,108.0,4266.0,$220.02,24.0,5.0,,$1282,23-11-2024,HYDERABAD,MOBILE,data anaytics training
A3060,Data Analytcis Course,182.0,5102.0,$226.22,16.0,10.0,0.06,$1600,2024/11/07,Hyderbad,MOBILE,data analytics course
A3061,Data Anlytics Corse,91.0,3787.0,$226.17,26.0,8.0,0.088,$1493,10-11-2024,hydrebad,tablet,data analytics course
A3062,Data Analytics Corse,194.0,4598.0,$233.86,25.0,4.0,,$1565,05-11-2024,hydrebad,TABLET,data analitics online
A3063,Data Analytics Corse,189.0,5404.0,$218.41,17.0,10.0,0.053,$1418,2024-11-24,hyderabad,Mobile,learn data analytics
A3064,Data Anlytics Corse,85.0,4432.0,$214.79,22.0,7.0,0.082,$1262,23-11-2024,Hyderbad,tablet,data analitics online
A3065,DataAnalyticsCourse,162.0,4016.0,$224.48,28.0,10.0,0.041,$1060,2024/11/19,hydrebad,mobile,data anaytics training
A3066,Data Analytcis Course,,5379.0,$248.46,28.0,5.0,,$1881,27-11-2024,hydrebad,desktop,online data analytic
A3067,Data Analytcis Course,88.0,5093.0,$222.28,13.0,9.0,0.05,$1185,09-11-2024,HYDERABAD,desktop,online data analytic
A3068,Data Analytics Corse,121.0,5092.0,$219.15,21.0,6.0,0.05,$1864,2024-11-04,hyderabad,Desktop,analytics for data
A3069,Data Analytics Corse,81.0,3015.0,$218.69,10.0,7.0,0.086,$1550,2024-11-27,hyderabad,desktop,learn data analytics
A3070,Data Analytcis Course,125.0,3745.0,$206.93,24.0,3.0,0.024,$1619,2024/11/08,Hyderbad,TABLET,data analytics course
A3071,Data Analytics Corse,188.0,5046.0,$202.52,18.0,10.0,0.06,$1625,2024-11-05,HYDERABAD,TABLET,online data analytic
A3072,Data Anlytics Corse,99.0,4032.0,$186.45,19.0,5.0,,$1074,2024/11/03,hyderabad,desktop,data analytics course
A3073,Data Analytcis Course,170.0,3879.0,$245.0,29.0,,,$1202,2024-11-26,hydrebad,Tablet,data analytics course
A3074,Data Anlytics Corse,105.0,4968.0,$188.38,14.0,5.0,,$1135,2024/11/21,hydrebad,TABLET,learn data analytics
A3075,Data Analytics Corse,173.0,5872.0,$190.3,24.0,5.0,0.029,$1953,26-11-2024,hyderabad,tablet,data analitics online
A3076,DataAnalyticsCourse,186.0,3058.0,$230.71,27.0,7.0,0.038,,23-11-2024,HYDERABAD,MOBILE,analytics for data
A3077,Data Anlytics Corse,143.0,3109.0,$246.92,22.0,5.0,0.035,$1589,13-11-2024,HYDERABAD,tablet,learn data analytics
A3078,Data Anlytics Corse,124.0,5415.0,$217.55,,4.0,0.032,$1258,27-11-2024,Hyderbad,DESKTOP,data analitics online
A3079,DataAnalyticsCourse,154.0,5633.0,$245.95,29.0,7.0,0.035,$1604,2024-11-03,Hyderbad,Tablet,learn data analytics
A3080,DataAnalyticsCourse,85.0,5402.0,$191.95,18.0,7.0,0.082,$1002,26-11-2024,hydrebad,desktop,data anaytics training
A3081,Data Anlytics Corse,167.0,4059.0,$209.18,17.0,4.0,0.024,$1742,16-11-2024,hydrebad,tablet,learn data analytics
A3082,Data Analytics Corse,139.0,3172.0,$227.83,20.0,10.0,0.072,$1130,28-11-2024,Hyderbad,Tablet,analytics for data
A3083,DataAnalyticsCourse,193.0,5716.0,$224.53,19.0,9.0,0.047,$1167,2024-11-13,HYDERABAD,DESKTOP,online data analytic
A3084,DataAnalyticsCourse,127.0,4816.0,$245.25,23.0,3.0,0.049,$1985,07-11-2024,hydrebad,tablet,learn data analytics
A3085,DataAnalyticsCourse,80.0,3742.0,$247.16,,10.0,0.055,$1686,2024/11/08,HYDERABAD,Tablet,analytics for data
A3086,Data Analytics Corse,174.0,4469.0,$215.98,14.0,8.0,0.046,$1619,2024-11-07,HYDERABAD,Desktop,online data analytic
A3087,DataAnalyticsCourse,127.0,3454.0,$209.19,19.0,10.0,0.058,$1937,2024-11-05,hyderabad,DESKTOP,data anaytics training
A3088,Data Analytcis Course,151.0,3702.0,$245.02,22.0,9.0,0.06,$1983,04-11-2024,Hyderbad,tablet,learn data analytics
A3089,Data Analytics Corse,113.0,4258.0,$232.25,16.0,10.0,0.088,$1374,2024-11-24,HYDERABAD,mobile,online data analytic
A3090,DataAnalyticsCourse,159.0,4047.0,$205.62,24.0,3.0,0.05,$1177,09-11-2024,hydrebad,tablet,analytics for data
A3091,Data Analytics Corse,197.0,3319.0,$215.83,26.0,10.0,0.051,$1342,18-11-2024,Hyderbad,Desktop,analytics for data
A3092,Data Analytcis Course,106.0,5661.0,$181.96,17.0,3.0,0.028,$1250,2024-11-11,hydrebad,desktop,data analitics online
A3093,Data Analytics Corse,143.0,4914.0,$222.69,12.0,7.0,0.05,$1280,12-11-2024,hydrebad,Desktop,analytics for data
A3094,Data Analytics Corse,111.0,5382.0,$219.59,29.0,5.0,0.032,$1464,2024-11-25,hydrebad,DESKTOP,analytics for data
A3095,Data Analytcis Course,98.0,5898.0,$186.46,20.0,6.0,0.038,,2024-11-09,hydrebad,mobile,data analitics online
A3096,Data Analytics Corse,98.0,3967.0,$214.51,12.0,5.0,0.051,$1180,2024/11/08,hyderabad,desktop,analytics for data
A3097,Data Analytics Corse,109.0,3089.0,$190.0,,7.0,0.038,$1779,2024-11-01,hydrebad,Tablet,data analitics online
A3098,Data Analytcis Course,168.0,3219.0,$193.16,12.0,7.0,0.037,$1395,2024/11/23,HYDERABAD,MOBILE,online data analytic
A3099,Data Analytcis Course,127.0,4039.0,$247.92,20.0,8.0,0.063,,2024-11-27,hyderabad,MOBILE,learn data analytics
A3100,Data Anlytics Corse,136.0,4051.0,$194.29,25.0,5.0,,,2024/11/28,hyderabad,Tablet,learn data analytics
A3101,Data Analytics Corse,173.0,5270.0,$233.33,11.0,7.0,0.04,$1783,16-11-2024,HYDERABAD,DESKTOP,analytics for data
A3102,Data Analytics Corse,184.0,3239.0,$221.33,25.0,10.0,0.054,$1557,2024/11/04,Hyderbad,desktop,online data analytic
A3103,DataAnalyticsCourse,174.0,4054.0,$201.25,15.0,7.0,,$1514,23-11-2024,HYDERABAD,MOBILE,learn data analytics
A3104,Data Analytcis Course,196.0,5448.0,$232.55,30.0,8.0,0.041,$1694,2024/11/14,HYDERABAD,desktop,learn data analytics
A3105,Data Analytics Corse,193.0,,$238.8,20.0,5.0,0.04,$1327,2024-11-02,HYDERABAD,Mobile,data anaytics training
A3106,Data Analytcis Course,97.0,3937.0,$197.37,14.0,10.0,0.103,$1160,2024-11-22,hydrebad,tablet,learn data analytics
A3107,Data Anlytics Corse,128.0,4175.0,$200.11,12.0,10.0,0.059,$1599,2024-11-20,HYDERABAD,Desktop,data analitics online
A3108,DataAnalyticsCourse,143.0,5780.0,$237.51,24.0,4.0,0.054,$1440,15-11-2024,Hyderbad,MOBILE,data analitics online
A3109,Data Analytcis Course,,3809.0,$202.28,17.0,9.0,0.059,$1031,2024-11-17,HYDERABAD,Desktop,data analytics course
A3110,Data Anlytics Corse,83.0,3684.0,$203.47,,,,$1805,17-11-2024,hyderabad,tablet,data analytics course
A3111,DataAnalyticsCourse,189.0,3226.0,$236.68,14.0,6.0,0.032,$1364,2024/11/06,HYDERABAD,tablet,analytics for data
A3112,DataAnalyticsCourse,165.0,4978.0,$180.25,12.0,4.0,0.058,$1123,14-11-2024,hyderabad,Tablet,online data analytic
A3113,Data Analytcis Course,172.0,5041.0,$189.31,22.0,10.0,,$1645,2024/11/07,Hyderbad,mobile,data anaytics training
A3114,DataAnalyticsCourse,183.0,4124.0,$186.66,24.0,6.0,0.033,$1183,2024-11-28,hyderabad,TABLET,data analytics course
A3115,Data Analytics Corse,196.0,3143.0,$238.22,28.0,7.0,0.036,$1234,2024-11-08,hydrebad,Mobile,data analitics online
A3116,Data Analytics Corse,98.0,4505.0,$209.36,27.0,5.0,,$1186,29-11-2024,HYDERABAD,Tablet,learn data analytics
A3117,DataAnalyticsCourse,158.0,3736.0,$226.99,11.0,8.0,,$1606,2024-11-29,HYDERABAD,TABLET,data anaytics training
A3118,Data Analytcis Course,104.0,5949.0,$216.6,28.0,4.0,0.038,$1102,10-11-2024,HYDERABAD,MOBILE,analytics for data
A3119,Data Anlytics Corse,84.0,4625.0,$226.02,13.0,5.0,,$1969,14-11-2024,hydrebad,Desktop,online data analytic
A3120,DataAnalyticsCourse,128.0,5022.0,$188.96,26.0,6.0,0.047,$1108,2024-11-02,HYDERABAD,mobile,data anaytics training
A3121,DataAnalyticsCourse,99.0,5483.0,$180.04,,5.0,0.05,$1687,04-11-2024,hyderabad,desktop,analytics for data
A3122,Data Analytcis Course,107.0,5491.0,$217.98,17.0,10.0,0.093,$1480,11-11-2024,hyderabad,Mobile,online data analytic
A3123,DataAnalyticsCourse,86.0,4078.0,$208.92,26.0,3.0,0.035,$1698,2024-11-06,Hyderbad,MOBILE,data analytics course
A3124,Data Analytcis Course,,3052.0,$245.45,24.0,6.0,,$1769,2024-11-28,hyderabad,Desktop,data analitics online
A3125,DataAnalyticsCourse,88.0,3708.0,$225.76,10.0,5.0,0.036,$1667,12-11-2024,HYDERABAD,tablet,data anaytics training
A3126,Data Anlytics Corse,141.0,5314.0,$184.34,29.0,10.0,0.071,$1271,2024-11-19,hyderabad,MOBILE,online data analytic
A3127,Data Analytics Corse,193.0,3566.0,$212.73,19.0,7.0,0.036,$1311,2024-11-04,HYDERABAD,Desktop,data analitics online
A3128,Data Analytics Corse,185.0,4839.0,$193.99,26.0,6.0,0.032,$1492,04-11-2024,hyderabad,Desktop,data anaytics training
A3129,Data Analytcis Course,117.0,5145.0,$244.44,12.0,8.0,0.068,,10-11-2024,hydrebad,Mobile,data analitics online
A3130,Data Analytics Corse,147.0,4371.0,$243.04,26.0,9.0,0.061,$1776,2024-11-18,hyderabad,DESKTOP,online data analytic
A3131,DataAnalyticsCourse,197.0,5697.0,$243.72,13.0,3.0,,$1154,06-11-2024,hydrebad,MOBILE,learn data analytics
A3132,DataAnalyticsCourse,81.0,3096.0,$228.47,22.0,3.0,0.037,$1386,2024/11/22,hyderabad,tablet,analytics for data
A3133,Data Analytcis Course,198.0,4163.0,$218.64,11.0,6.0,0.03,$1904,30-11-2024,hyderabad,Tablet,learn data analytics
A3134,Data Anlytics Corse,155.0,5150.0,$224.6,24.0,7.0,0.039,$1146,2024/11/04,hyderabad,tablet,data analytics course
A3135,Data Analytics Corse,181.0,3948.0,$223.51,17.0,4.0,0.057,$1075,10-11-2024,hyderabad,MOBILE,analytics for data
A3136,Data Analytcis Course,108.0,3126.0,$248.94,12.0,3.0,0.028,$1942,2024-11-16,HYDERABAD,TABLET,analytics for data
A3137,Data Analytics Corse,114.0,5551.0,$195.44,30.0,5.0,0.044,$1255,2024/11/15,Hyderbad,TABLET,analytics for data
A3138,Data Analytcis Course,146.0,5712.0,$221.73,26.0,5.0,,$1201,2024-11-12,Hyderbad,Mobile,analytics for data
A3139,DataAnalyticsCourse,89.0,4175.0,$194.22,11.0,3.0,0.055,$1370,2024-11-22,Hyderbad,DESKTOP,data anaytics training
A3140,DataAnalyticsCourse,82.0,,,30.0,8.0,0.098,$1511,17-11-2024,Hyderbad,DESKTOP,learn data analytics
A3141,DataAnalyticsCourse,98.0,5728.0,$230.52,14.0,10.0,,$1322,07-11-2024,HYDERABAD,Mobile,data anaytics training
A3142,DataAnalyticsCourse,87.0,3161.0,$244.49,24.0,8.0,0.092,$1161,2024-11-06,hyderabad,tablet,data analitics online
A3143,Data Analytics Corse,146.0,4773.0,$248.27,30.0,6.0,0.041,$1304,2024-11-01,hydrebad,Tablet,online data analytic
A3144,Data Anlytics Corse,,3385.0,$208.31,25.0,10.0,,$1972,2024-11-16,HYDERABAD,MOBILE,analytics for data
A3145,Data Analytcis Course,122.0,5600.0,$223.06,12.0,3.0,0.025,$1061,2024-11-18,HYDERABAD,Tablet,learn data analytics
A3146,Data Analytics Corse,153.0,4218.0,$228.36,16.0,7.0,0.046,$1178,03-11-2024,HYDERABAD,MOBILE,data analitics online
A3147,Data Anlytics Corse,108.0,3358.0,$184.1,28.0,4.0,0.037,$1888,2024/11/16,Hyderbad,DESKTOP,analytics for data
A3148,Data Analytcis Course,147.0,3021.0,$200.17,20.0,4.0,0.027,$1718,18-11-2024,Hyderbad,mobile,analytics for data
A3149,Data Analytcis Course,121.0,4477.0,$224.77,28.0,10.0,0.083,$1604,17-11-2024,Hyderbad,TABLET,data analitics online
A3150,Data Anlytics Corse,112.0,4073.0,$180.24,30.0,4.0,,$1628,2024/11/12,hydrebad,TABLET,data anaytics training
A3151,Data Anlytics Corse,127.0,5172.0,$204.19,10.0,4.0,0.031,$1183,2024/11/20,HYDERABAD,Mobile,data analitics online
A3152,Data Analytcis Course,192.0,5896.0,$201.18,30.0,9.0,0.05,$1589,30-11-2024,hyderabad,desktop,data analytics course
A3153,Data Analytcis Course,174.0,3427.0,$223.77,20.0,7.0,0.036,$1293,15-11-2024,hyderabad,Desktop,analytics for data
A3154,Data Analytics Corse,166.0,4176.0,$243.1,16.0,9.0,0.041,$1147,2024-11-24,hydrebad,Desktop,learn data analytics
A3155,DataAnalyticsCourse,98.0,5835.0,$232.82,19.0,6.0,,$1989,2024/11/02,hydrebad,mobile,data analitics online
A3156,DataAnalyticsCourse,191.0,5438.0,$244.1,19.0,5.0,,$1203,2024/11/08,Hyderbad,Tablet,learn data analytics
A3157,Data Analytcis Course,89.0,4936.0,$199.91,16.0,4.0,0.059,$1543,2024-11-14,HYDERABAD,desktop,data analytics course
A3158,DataAnalyticsCourse,180.0,3526.0,,15.0,7.0,0.039,$1336,2024-11-16,hydrebad,Mobile,online data analytic
A3159,Data Anlytics Corse,91.0,5509.0,$186.22,29.0,5.0,0.055,$1928,2024-11-02,hyderabad,MOBILE,learn data analytics
A3160,Data Analytcis Course,114.0,5748.0,$184.76,16.0,8.0,0.07,$1490,2024/11/21,HYDERABAD,DESKTOP,data analitics online
A3161,DataAnalyticsCourse,80.0,5155.0,$217.3,28.0,5.0,,$1316,12-11-2024,hyderabad,TABLET,data analytics course
A3162,Data Analytics Corse,127.0,4537.0,$247.11,17.0,7.0,0.043,$1451,2024/11/18,hyderabad,tablet,analytics for data
A3163,DataAnalyticsCourse,84.0,5468.0,$227.36,13.0,4.0,0.048,$1228,2024-11-26,hydrebad,tablet,data analytics course
A3164,Data Anlytics Corse,182.0,4390.0,$239.33,11.0,7.0,0.052,$1799,2024-11-27,Hyderbad,tablet,data anaytics training
A3165,DataAnalyticsCourse,105.0,5883.0,$180.07,20.0,4.0,0.038,$1586,2024/11/05,hydrebad,Mobile,data analytics course
A3166,Data Anlytics Corse,162.0,3120.0,$245.58,30.0,6.0,0.037,$1952,06-11-2024,Hyderbad,MOBILE,data anaytics training
A3167,Data Anlytics Corse,118.0,4377.0,$219.81,21.0,4.0,0.034,$1290,2024/11/14,hyderabad,DESKTOP,analytics for data
A3168,Data Analytcis Course,131.0,5719.0,$183.69,12.0,7.0,0.053,$1555,23-11-2024,HYDERABAD,Mobile,data anaytics training
A3169,Data Anlytics Corse,116.0,4250.0,$186.34,12.0,3.0,0.026,$1043,2024-11-30,HYDERABAD,DESKTOP,analytics for data
A3170,Data Anlytics Corse,80.0,5648.0,$239.26,10.0,6.0,0.075,$1005,2024/11/20,hydrebad,mobile,data analytics course
A3171,Data Anlytics Corse,81.0,3394.0,$187.24,12.0,6.0,0.074,$1227,12-11-2024,HYDERABAD,Tablet,data analytics course
A3172,Data Anlytics Corse,189.0,5117.0,$197.9,20.0,8.0,0.042,$1710,28-11-2024,HYDERABAD,MOBILE,analytics for data
A3173,Data Anlytics Corse,128.0,3861.0,$232.11,30.0,10.0,,$1636,18-11-2024,HYDERABAD,Tablet,data analytics course
A3174,Data Analytcis Course,182.0,3303.0,$238.4,17.0,4.0,0.022,$1695,2024-11-05,HYDERABAD,desktop,data analitics online
A3175,Data Anlytics Corse,124.0,4192.0,$184.42,12.0,6.0,0.048,,05-11-2024,hydrebad,Tablet,data analytics course
A3176,Data Anlytics Corse,137.0,3720.0,$237.22,24.0,5.0,0.036,$1811,10-11-2024,HYDERABAD,Mobile,online data analytic
A3177,Data Anlytics Corse,106.0,5789.0,$183.62,19.0,3.0,0.028,$1838,2024/11/16,hyderabad,Desktop,data analitics online
A3178,Data Analytcis Course,102.0,5113.0,$206.65,27.0,6.0,0.059,$1466,2024-11-19,hyderabad,MOBILE,data analytics course
A3179,DataAnalyticsCourse,155.0,3234.0,$204.47,12.0,4.0,0.026,$1401,2024/11/16,hyderabad,Desktop,learn data analytics
A3180,Data Anlytics Corse,85.0,3088.0,$234.24,24.0,4.0,0.047,$1210,2024-11-07,Hyderbad,tablet,analytics for data
A3181,DataAnalyticsCourse,126.0,5114.0,$233.27,30.0,5.0,,$1197,15-11-2024,Hyderbad,tablet,data analitics online
A3182,DataAnalyticsCourse,96.0,5070.0,$210.63,27.0,10.0,0.104,$1653,2024-11-18,Hyderbad,Tablet,online data analytic
A3183,Data Analytics Corse,128.0,4445.0,$200.52,14.0,4.0,0.031,$1861,2024/11/05,hydrebad,TABLET,learn data analytics
A3184,DataAnalyticsCourse,151.0,3656.0,$199.96,26.0,7.0,0.051,$1566,2024-11-17,HYDERABAD,Desktop,online data analytic
A3185,Data Analytics Corse,95.0,3583.0,$223.37,22.0,9.0,0.033,$1821,29-11-2024,Hyderbad,Desktop,online data analytic
A3186,Data Analytcis Course,193.0,4790.0,$247.69,23.0,5.0,0.026,$1687,24-11-2024,HYDERABAD,MOBILE,data analitics online
A3187,Data Analytcis Course,90.0,3235.0,$211.4,29.0,10.0,0.111,$1290,2024-11-19,hyderabad,tablet,analytics for data
A3188,Data Analytics Corse,175.0,3832.0,$245.61,27.0,5.0,0.029,$1388,2024-11-26,Hyderbad,Desktop,data analitics online
A3189,Data Analytics Corse,153.0,4261.0,$230.25,27.0,7.0,0.046,$1027,2024/11/05,hydrebad,Desktop,analytics for data
A3190,Data Analytcis Course,103.0,4796.0,$180.64,26.0,7.0,,$1102,2024/11/03,Hyderbad,Mobile,data anaytics training
A3191,Data Anlytics Corse,102.0,5229.0,$208.55,30.0,5.0,0.049,$1065,2024-11-15,Hyderbad,MOBILE,analytics for data
A3192,Data Analytcis Course,199.0,3754.0,$220.16,26.0,,0.045,$1262,2024-11-20,HYDERABAD,tablet,data analytics course
A3193,DataAnalyticsCourse,96.0,4851.0,$229.12,27.0,6.0,,$1271,2024/11/03,hyderabad,tablet,data anaytics training
A3194,Data Analytcis Course,107.0,4816.0,$243.41,20.0,5.0,,,2024/11/25,hyderabad,tablet,data analytics course
A3195,Data Anlytics Corse,170.0,5404.0,$218.24,24.0,5.0,,$1818,29-11-2024,hydrebad,DESKTOP,data analitics online
A3196,DataAnalyticsCourse,145.0,3068.0,$237.7,24.0,7.0,,$1494,2024/11/19,Hyderbad,mobile,data analytics course
A3197,DataAnalyticsCourse,148.0,5877.0,$213.84,25.0,8.0,,$1371,18-11-2024,hydrebad,desktop,learn data analytics
A3198,Data Analytcis Course,141.0,4188.0,$228.12,16.0,9.0,,$1204,30-11-2024,HYDERABAD,DESKTOP,data analitics online
